package,total_downloads
mypy-boto3-guardduty,1638002
mypy-boto3-health,1602234
mypy-boto3-healthlake,1621919
mypy-boto3-iam,4190619
mypy-boto3-identitystore,1852563
mypy-boto3-imagebuilder,1619512
mypy-boto3-importexport,1598738
mypy-boto3-inspector,1604530
mypy-boto3-inspector-scan,1586142
mypy-boto3-inspector2,1599843
mypy-boto3-internetmonitor,1588568
mypy-boto3-invoicing,1592067
mypy-boto3-iot,1806114
mypy-boto3-iot-data,1680181
mypy-boto3-iot-jobs-data,1598709
mypy-boto3-iot-managed-integrations,1584831
mypy-boto3-iotdeviceadvisor,1592470
mypy-boto3-iotevents,1601688
mypy-boto3-iotevents-data,1599182
mypy-boto3-iotfleetwise,1588494
mypy-boto3-iotsecuretunneling,1602711
mypy-boto3-iotsitewise,1602915
mypy-boto3-iotthingsgraph,1601777
mypy-boto3-iottwinmaker,1589892
mypy-boto3-iotwireless,1621463
mypy-boto3-ivs-realtime,1616501
mypy-boto3-ivschat,1586905
mypy-boto3-kafka,1660354
mypy-boto3-kafkaconnect,1592359
mypy-boto3-kendra,1618283
mypy-boto3-kendra-ranking,1585009
mypy-boto3-keyspaces,1605512
mypy-boto3-keyspacesstreams,1579016
mypy-boto3-kinesis,3927707
mypy-boto3-kinesis-video-archived-media,1599641
mypy-boto3-kinesis-video-media,1596928
mypy-boto3-kinesis-video-signaling,1603626
mypy-boto3-kinesis-video-webrtc-storage,1586466
mypy-boto3-kinesisanalytics,1621348
mypy-boto3-kinesisanalyticsv2,1620636
mypy-boto3-kinesisvideo,1603986
mypy-boto3-kms,2880540
mypy-boto3-lakeformation,2972451
mypy-boto3-lambda,11484198
mypy-boto3-launch-wizard,1585967
mypy-boto3-lex-models,1608540
mypy-boto3-lex-runtime,1596919
mypy-boto3-lexv2-models,1598356
mypy-boto3-lexv2-runtime,1595825
mypy-boto3-license-manager,1620657
mypy-boto3-license-manager-linux-subscriptions,1584048
mypy-boto3-license-manager-user-subscriptions,1585044
mypy-boto3-lightsail,1603142
mypy-boto3-location,1608398
mypy-boto3-logs,3098003
mypy-boto3-lookoutequipment,1590203
mypy-boto3-m2,1587868
mypy-boto3-machinelearning,1595479
mypy-boto3-macie2,1596744
mypy-boto3-mailmanager,1585391
mypy-boto3-managedblockchain,1599020
mypy-boto3-managedblockchain-query,1583947
mypy-boto3-marketplace-agreement,1587069
mypy-boto3-marketplace-catalog,1598909
mypy-boto3-marketplace-deployment,1585965
mypy-boto3-marketplace-entitlement,1613292
mypy-boto3-marketplace-reporting,1583898
mypy-boto3-marketplacecommerceanalytics,1597637
mypy-boto3-mediaconnect,1602905
mypy-boto3-mediaconvert,1637801
mypy-boto3-medialive,1609760
mypy-boto3-mediapackage,1598745
mypy-boto3-mediapackage-vod,1595669
mypy-boto3-mediastore,1598579
mypy-boto3-mediastore-data,1594954
mypy-boto3-mediatailor,1597744
mypy-boto3-medical-imaging,1605731
mypy-boto3-memorydb,1590026
mypy-boto3-meteringmarketplace,1613153
mypy-boto3-mgh,1596261
mypy-boto3-mgn,1592580
mypy-boto3-migration-hub-refactor-spaces,1586401
mypy-boto3-migrationhub-config,1594838
mypy-boto3-migrationhuborchestrator,1586979
mypy-boto3-migrationhubstrategy,1587340
mypy-boto3-mpa,1580461
mypy-boto3-mq,1621722
mypy-boto3-mturk,1599730
mypy-boto3-mwaa,1642575
mypy-boto3-mwaa-serverless,1572399
mypy-boto3-neptune,1657708
mypy-boto3-neptune-graph,1591246
mypy-boto3-neptunedata,1589672
mypy-boto3-network-firewall,1598882
mypy-boto3-networkflowmonitor,1582797
mypy-boto3-networkmanager,1595548
mypy-boto3-networkmonitor,1584348
mypy-boto3-notifications,1581634
mypy-boto3-notificationscontacts,1581471
mypy-boto3-nova-act,1568620
mypy-boto3-oam,1583153
mypy-boto3-observabilityadmin,1585444
mypy-boto3-odb,1575670
mypy-boto3-omics,1593525
mypy-boto3-opensearch,1852268
mypy-boto3-opensearchserverless,1595238
mypy-boto3-organizations,2489411
mypy-boto3-osis,1582342
mypy-boto3-outposts,1597823
mypy-boto3-panorama,1585860
mypy-boto3-partnercentral-account,1572131
mypy-boto3-partnercentral-benefits,1569505
mypy-boto3-partnercentral-channel,1573612
mypy-boto3-partnercentral-selling,1584085
mypy-boto3-payment-cryptography,1587340
mypy-boto3-payment-cryptography-data,1587766
mypy-boto3-pca-connector-ad,1584353
mypy-boto3-pca-connector-scep,1583407
mypy-boto3-pcs,1584768
mypy-boto3-personalize,1598538
mypy-boto3-personalize-events,1597921
mypy-boto3-personalize-runtime,1598331
mypy-boto3-pi,1621078
mypy-boto3-pinpoint,1623551
mypy-boto3-pinpoint-email,1597608
mypy-boto3-pinpoint-sms-voice,1594189
mypy-boto3-pinpoint-sms-voice-v2,1597958
mypy-boto3-pipes,1586233
mypy-boto3-polly,1601128
mypy-boto3-pricing,1847736
mypy-boto3-proton,1588648
mypy-boto3-qapps,1582226
mypy-boto3-qbusiness,1605126
mypy-boto3-qconnect,1588789
mypy-boto3-ram,1679115
mypy-boto3-rbin,1584057
mypy-boto3-rds,14572453
mypy-boto3-rds-data,1675276
mypy-boto3-redshift,1713937
mypy-boto3-redshift-data,7157665
mypy-boto3-redshift-serverless,1587098
mypy-boto3-rekognition,1634452
mypy-boto3-repostspace,1585738
mypy-boto3-resiliencehub,1586846
mypy-boto3-resource-explorer-2,1600758
mypy-boto3-resource-groups,1623650
mypy-boto3-resourcegroupstaggingapi,1853724
mypy-boto3-rolesanywhere,1589672
mypy-boto3-route53,2281697
mypy-boto3-route53-recovery-cluster,1586692
mypy-boto3-route53-recovery-control-config,1586311
mypy-boto3-route53-recovery-readiness,1586009
mypy-boto3-route53domains,1608319
mypy-boto3-route53globalresolver,1570990
mypy-boto3-route53profiles,1582885
mypy-boto3-route53resolver,1653142
mypy-boto3-rtbfabric,1577895
mypy-boto3-rum,1588914
mypy-boto3-s3,30546874
mypy-boto3-s3control,1800367
mypy-boto3-s3outposts,1591498
mypy-boto3-s3tables,1695040
mypy-boto3-s3vectors,1591616
mypy-boto3-sagemaker,2089495
mypy-boto3-sagemaker-a2i-runtime,1596604
mypy-boto3-sagemaker-edge,1592937
mypy-boto3-sagemaker-featurestore-runtime,1592402
mypy-boto3-sagemaker-geospatial,1586308
mypy-boto3-sagemaker-metrics,1586689
mypy-boto3-sagemaker-runtime,1914723
mypy-boto3-savingsplans,1597855
mypy-boto3-scheduler,2187791
mypy-boto3-schemas,3126061
mypy-boto3-sdb,1605663
mypy-boto3-secretsmanager,8873474
mypy-boto3-security-ir,1587287
mypy-boto3-securityhub,1654693
mypy-boto3-securitylake,1588537
mypy-boto3-serverlessrepo,1626640
mypy-boto3-service-quotas,1684209
mypy-boto3-servicecatalog,1619645
mypy-boto3-servicecatalog-appregistry,1597197
mypy-boto3-servicediscovery,1633037
mypy-boto3-ses,3418667
mypy-boto3-sesv2,1797458
mypy-boto3-shield,1605268
mypy-boto3-signer,3211424
mypy-boto3-signin,1577532
mypy-boto3-simspaceweaver,1590416
mypy-boto3-snow-device-management,1594757
mypy-boto3-snowball,1603634
mypy-boto3-sns,3497632
mypy-boto3-socialmessaging,1590852
mypy-boto3-sqs,13824604
mypy-boto3-ssm,3989592
mypy-boto3-ssm-contacts,1599122
mypy-boto3-ssm-guiconnect,1582986
mypy-boto3-ssm-incidents,1599306
mypy-boto3-ssm-quicksetup,1592536
mypy-boto3-ssm-sap,1595339
mypy-boto3-sso,1722695
mypy-boto3-sso-admin,1805105
mypy-boto3-sso-oidc,1634236
mypy-boto3-stepfunctions,4088870
mypy-boto3-storagegateway,1608661
mypy-boto3-sts,7325216
mypy-boto3-supplychain,1595276
mypy-boto3-support,1624827
mypy-boto3-support-app,1596466
mypy-boto3-swf,1608056
mypy-boto3-synthetics,1609361
mypy-boto3-taxsettings,1597074
mypy-boto3-textract,2186436
mypy-boto3-timestream-influxdb,1597273
mypy-boto3-timestream-query,1673988
mypy-boto3-timestream-write,1680831
mypy-boto3-tnb,1598332
mypy-boto3-transcribe,1682542
mypy-boto3-transfer,1724564
mypy-boto3-translate,1667455
mypy-boto3-trustedadvisor,1601764
mypy-boto3-verifiedpermissions,1612967
mypy-boto3-voice-id,1603899
mypy-boto3-vpc-lattice,1613683
mypy-boto3-waf,1630288
mypy-boto3-waf-regional,1628966
mypy-boto3-wafv2,1643904
mypy-boto3-wellarchitected,1610531
mypy-boto3-wickr,1587167
mypy-boto3-wisdom,1604321
mypy-boto3-workdocs,1615767
mypy-boto3-workmail,1615272
mypy-boto3-workmailmessageflow,1615975
mypy-boto3-workspaces,1633430
mypy-boto3-workspaces-instances,1594426
mypy-boto3-workspaces-thin-client,1602793
mypy-boto3-workspaces-web,1606372
mypy-boto3-xray,3175334
mypy-extensions,270160548
mypy-protobuf,14490824
mysql-connector-python,47397485
mysqlclient,23895652
myst-parser,7195066
nacos-sdk-python,1035949
naked,1237529
namex,9019970
narwhals,92754501
natsort,27607290
nbclassic,2889265
nbclient,58671115
nbconvert,62452377
nbformat,72405096
nbsphinx,1481142
nbstripout,1630563
ncclient,901484
ndg-httpsclient,6057214
ndindex,3160240
nemo-toolkit,940289
neo4j,11497646
neptune-api,2387371
neptune-fetcher,2300562
nest-asyncio,113689149
netaddr,11048691
netcdf4,3828683
netmiko,1061327
networkx,245603691
newspaper3k,980207
nexus-rpc,26524010
nh3,44047455
nibabel,1535094
nicegui,1302726
ninja,31865024
niquests,2174194
nixl,870570
nixl-cu12,482013
nixl-cu13,200781
nltk,63672654
nodeenv,164724974
nodejs-wheel-binaries,11692117
noiseprotocol,420802
nose,10046923
notebook,57841898
notebook-shim,37682820
notion-client,3648439
nox,5456049
npmai,1037347
ntc-templates,1009964
nulltype,2524637
num2words,7237961
numba,65677747
numcodecs,6052331
numdifftools,3948786
numexpr,15244187
numkong,424410
numpy,976288909
numpy-financial,5059197
numpy-quaternion,1076829
numpy-typing-compat,3006465
numpydoc,1995774
nvidia-cublas,35834394
nvidia-cublas-cu11,2095334
nvidia-cublas-cu12,28371377
nvidia-cuda-cccl,776690
nvidia-cuda-cccl-cu12,1014451
nvidia-cuda-cupti-cu12,26381793
nvidia-cuda-nvrtc,34035183
nvidia-cuda-nvrtc-cu12,27725875
nvidia-cuda-runtime-cu12,25081664
nvidia-cudnn-cu11,1996752
nvidia-cudnn-cu12,27549693
nvidia-cudnn-cu13,35870698
nvidia-cudnn-frontend,3329649
nvidia-cufft-cu12,26789170
nvidia-cufile-cu12,14744300
nvidia-curand-cu12,26493931
nvidia-cusolver,33217509
nvidia-cusolver-cu11,1000330
nvidia-cusolver-cu12,26609465
nvidia-cusparse,33372242
nvidia-cusparse-cu12,27077899
nvidia-cusparselt-cu12,19390861
nvidia-cutlass-dsl,5208257
nvidia-cutlass-dsl-libs-base,4292254
nvidia-ml-py,17498214
nvidia-nccl-cu12,47754751
nvidia-nvjitlink,32886160
nvidia-nvjitlink-cu12,26745766
nvidia-nvshmem-cu12,9624067
nvidia-nvshmem-cu13,33714485
nvidia-nvtx-cu12,23946575
o365,4090601
oai-statsig-python-core,2202581
oauth2client,35663737
oauthlib,349602711
objprint,1232510
objsize,2484030
observable,144397
obstore,4607951
oci,11861492
oci-cli,1856516
ocspbuilder,1384062
ocspresponder,1383861
od,1212110
odfpy,3446281
office-word-mcp-server,1276859
office365-rest-python-client,14936461
okta,898026
oldest-supported-numpy,11845549
olefile,17649325
oletools,4670683
ollama,15665081
omegaconf,37364386
onecache,1688849
onnx,21486619
onnx-ir,6340823
onnx2tf,1601945
onnxconverter-common,1003967
onnxoptimizer,330592
onnxruntime,73707153
onnxscript,8077754
onnxsim-prebuilt,68757
onnxslim,1256528
open-clip-torch,2761160
open-data-contract-standard,958388
open3d,1616156
openai,316859890
openai-agents,30691706
openai-chatkit,864083
openai-harmony,5669754
openai-whisper,2537828
openapi-core,4949827
openapi-pydantic,51955891
openapi-python-client,2617469
openapi-schema-pydantic,1162958
openapi-schema-validator,28353529
openapi-spec-validator,46886691
opencensus,22459912
opencensus-context,22289185
opencensus-ext-azure,10365493
opencv-contrib-python,7632213
opencv-contrib-python-headless,4009572
opencv-python,47966008
opencv-python-headless,37609800
openenv-core,3259008
openevals,1522546
openfoodfacts,892353
openhands-aci,1278138
openhands-agent-server,979337
openhands-sdk,5380876
openinference-instrumentation,5942626
openinference-semantic-conventions,5993995
openlineage-airflow,3917956
openlineage-integration-common,8957012
openlineage-python,18443753
openlineage-sql,9043675
openmed,2612801
openpyxl,277646910
opensearch-protobufs,11648955
opensearch-py,53469366
openstacksdk,1527468
opentelemetry-api,390164657
opentelemetry-exporter-gcp-trace,10209661
opentelemetry-exporter-otlp,161064102
opentelemetry-exporter-otlp-proto-common,255424313
opentelemetry-exporter-otlp-proto-grpc,254380140
opentelemetry-exporter-otlp-proto-http,324076765
opentelemetry-exporter-zipkin-json,1979205
opentelemetry-exporter-zipkin-proto-http,1478232
opentelemetry-instrumentation,258264132
opentelemetry-instrumentation-agno,2008314
opentelemetry-instrumentation-aiohttp-client,17656399
opentelemetry-instrumentation-alephalpha,6152794
opentelemetry-instrumentation-anthropic,4385478
opentelemetry-instrumentation-asgi,67740744
opentelemetry-instrumentation-bedrock,6320900
opentelemetry-instrumentation-chromadb,6177275
opentelemetry-instrumentation-cohere,6328855
opentelemetry-instrumentation-crewai,6185470
opentelemetry-instrumentation-dbapi,40086344
opentelemetry-instrumentation-django,39599005
opentelemetry-instrumentation-fastapi,73316383
opentelemetry-instrumentation-flask,38205533
opentelemetry-instrumentation-google-genai,1122362
opentelemetry-instrumentation-google-generativeai,2898131
opentelemetry-instrumentation-groq,2430733
opentelemetry-instrumentation-grpc,14510971
opentelemetry-instrumentation-haystack,6165802
opentelemetry-instrumentation-httpx,38996518
opentelemetry-instrumentation-lancedb,6114906
opentelemetry-instrumentation-langchain,4049164
opentelemetry-instrumentation-llamaindex,6219565
opentelemetry-instrumentation-logging,29675115
opentelemetry-instrumentation-marqo,6119752
opentelemetry-instrumentation-mcp,6019897
opentelemetry-instrumentation-milvus,6214770
opentelemetry-instrumentation-mistralai,6148684
opentelemetry-instrumentation-ollama,6237954
opentelemetry-instrumentation-openai,4694888
opentelemetry-instrumentation-openai-agents,2252727
opentelemetry-instrumentation-pinecone,6235936
opentelemetry-instrumentation-psycopg2,40205013
opentelemetry-instrumentation-qdrant,6191123
opentelemetry-instrumentation-redis,17944067
opentelemetry-instrumentation-replicate,6192420
opentelemetry-instrumentation-requests,157872349
opentelemetry-instrumentation-sagemaker,6112528
opentelemetry-instrumentation-sqlalchemy,20286479
opentelemetry-instrumentation-threading,86622897
opentelemetry-instrumentation-together,6137587
opentelemetry-instrumentation-transformers,6198841
opentelemetry-instrumentation-urllib,38703510
opentelemetry-instrumentation-urllib3,41488848
opentelemetry-instrumentation-vertexai,6997127
opentelemetry-instrumentation-voyageai,1770764
opentelemetry-instrumentation-watsonx,6169345
opentelemetry-instrumentation-weaviate,6169823
opentelemetry-instrumentation-writer,2015546
opentelemetry-instrumentation-wsgi,39463858
opentelemetry-propagator-aws-xray,9053316
opentelemetry-propagator-b3,3612425
opentelemetry-propagator-gcp,1681133
opentelemetry-propagator-jaeger,2329630
opentelemetry-proto,337658923
opentelemetry-resource-detector-azure,12610188
opentelemetry-resourcedetector-gcp,16008476
opentelemetry-sdk,461443658
opentelemetry-sdk-extension-aws,4794056
opentelemetry-semantic-conventions,416996962
opentelemetry-semantic-conventions-ai,16076861
opentelemetry-util-http,155846151
openxlab,1852249
opsgenie-sdk,6253241
opt-einsum,22811273
opt-einsum-fx,974610
optax,4413581
optimum,1857978
optree,12064205
optuna,16733122
optuna-integration,951679
optype,3307611
oracledb,25270096
oras,1669674
orbax-checkpoint,7768944
orbax-export,931193
ordered-set,42212594
orderedmultidict,5106267
orderly-set,56181412
orjson,183244772
ormsgpack,43807648
ortools,4835743
os-service-types,1647190
osc-lib,850840
oscrypto,20383881
oslo-config,1698969
oslo-i18n,1610479
oslo-serialization,1516956
oslo-utils,2003689
osqp,4137004
oss2,9407537
outcome,47728821
outlines,1940836
outlines-core,5118332
overrides,47373442
oyaml,1899263
packageurl-python,24044670
packaging,1905750161
pact-python,1687822
pact-python-ffi,1411079
paddleocr,2281365
paddlepaddle,1846218
paddlex,1919652
pagerduty,5302359
paginate,12789798
paho-mqtt,6983456
palettable,1912848
pamqp,5809064
pandas,699429723
pandas-flavor,1267295
pandas-gbq,32363532
pandas-market-calendars,1776734
pandas-stubs,116063402
pandera,8007047
pandocfilters,55071151
panel,3419093
papermill,11834264
parallel-web,2529823
param,2663906
parameterized,19752700
paramiko,146186080
parse,20510120
parse-type,7824223
parsedatetime,29500679
parsel,4402738
parsimonious,6436199
parsley,1269853
parso,137076076
parsy,2411739
partd,17707330
partial-json-parser,6518179
parver,5603252
passlib,33168709
paste,871887
pastedeploy,2983047
pastel,6022165
patch-ng,3686928
patchright,4027735
pathable,79585729
pathlib-abc,20123725
pathlib-mate,1912876
pathlib2,4389292
pathos,18923926
pathspec,604989671
pathvalidate,18491174
pathy,2262477
patsy,33685218
paypalrestsdk,948383
pbr,27695145
pbs-installer,57654039
pcodedmp,4637031
pdbp,796375
pdbpp,1442800
pdbr,8708775
pdf2image,15433463
pdfminer-six,48327045
pdfplumber,33990895
pdm,10515184
pdm-backend,6733189
pdoc,1779008
pdpyras,3860738
peewee,36238516
pefile,5721806
peft,10552846
pendulum,73062615
pep517,9317670
pep8-naming,2417950
perplexityai,1038442
pex,5549404
pexpect,224486023
pfzy,9528111
pg8000,40880491
pgeocode,1217830
pgsanity,586563
pgvector,26346833
phik,1435774
phonenumbers,32518236
pi-heif,6324800
pika,12477520
pikepdf,7829705
pillow,452134802
pillow-avif-plugin,5963671
pillow-heif,8630092
pin,1110755
pinecone,7568184
pinecone-client,1629966
pinecone-plugin-assistant,1949560
pinecone-plugin-interface,6231176
pinotdb,51061664
pint,5950830
pip,669179692
pip-api,18263538
pip-audit,18242908
pip-licenses,2541129
pip-requirements-parser,21544976
pip-system-certs,7293720
pip-tools,20249695
pipdeptree,8505637
pipecat-ai,919284
pipelinewise-singer-python,1033902
pipenv,22015288
pipx,6345632
pkginfo,84820475
plaid-python,1873900
plaster,2329817
plaster-pastedeploy,2331737
platformdirs,643570056
platformio,1096401
playwright,97600950
playwright-stealth,2831219
plotly,62918598
plotly-express,1231527
plotnine,3175548
pluggy,1053413597
plum-dispatch,1313527
plumbum,4815197
plux,1408721
ply,42231309
plyfile,895125
pmdarima,3253408
poethepoet,4472438
poetry,77410245
poetry-core,164225385
poetry-dynamic-versioning,4141764
poetry-plugin-export,75404325
poetry-plugin-pypi-mirror,2308867
polars,57624034
polars-runtime-32,44092358
polib,5909890
policy-sentry,3699431
poly-eip712-structs,1186922
polyfactory,9486388
polyfile-weave,997338
polyleven,4413805
polyline,2137647
pooch,15425165
port-for,5206162
portalocker,55619269
portion,1313294
portpicker,2801917
postgrest,23840099
posthog,35549141
posthoganalytics,1122590
powerline-shell,3489189
pox,18279069
ppft,18229458
pprintpp,11033222
prance,5455406
praw,1402318
prawcore,1421000
pre-commit,147565050
pre-commit-hooks,1893081
prefect,14459443
prefect-aws,6749073
prefect-cloud,1024818
prefect-dbt,1027953
prefect-docker,1950943
prefect-gcp,2470065
prefect-shell,592887
prefect-sqlalchemy,931301
premailer,5263260
preshed,20485225
presidio-analyzer,5162839
presidio-anonymizer,3718216
presto-python-client,4744155
pretty-html-table,1333254
prettytable,56651961
prime-sandboxes,2484495
prime-tunnel,2426516
primepy,1846286
primp,12942250
priority,5582606
prison,11770319
probableparsing,4426077
proglog,5471072
progressbar2,19821300
prometheus-api-client,2125187
prometheus-client,155662987
prometheus-fastapi-instrumentator,13636294
prometheus-flask-exporter,3253333
promise,3158766
prompt-toolkit,206501647
propcache,558620526
properdocs,1854883
prophet,8867630
protego,6435491
proto-plus,292816002
protobuf,820062850
protoc-gen-openapiv2,1626338
protoletariat,1398618
protovalidate,2367188
proxy-protocol,1387301
psmpy,3800677
psutil,350525819
psutil-home-assistant,350715
psycopg,81851139
psycopg-binary,75368007
psycopg-pool,23176182
psycopg2-binary,241375486
psygnal,3223484
ptpython,1966327
ptyprocess,228564613
publication,7251994
publicsuffix2,5179575
pudb,1143147
pulp,5717204
pulumi,7520031
pulumi-aws,3967175
pulumi-random,1005102
pulumi-tls,2536265
pure-eval,122010440
pure-sasl,7719735
purecloudplatformclientv2,1208814
puremagic,6437692
pusher,2795229
pvlib,1064976
pwdlib,2866445
pwntools,850221
py,61267735
py-asciimath,1653899
py-cpuinfo,27992741
py-deviceid,4527435
py-ecc,1191390
py-key-value-aio,64989014
py-key-value-shared,9286872
py-moneyed,947213
py-openapi-schema-to-json-schema,1029463
py-order-utils,1183477
py-rust-stemmers,4556680
py-serializable,23287180
py-ubjson,1985435
py-vapid,4105759
py-walk,1173415
py4j,106783213
py7zr,6672049
pyairtable,3562332
pyaml,7348377
pyannote-audio,1874570
pyannote-core,2376603
pyannote-database,2583708
pyannote-metrics,2467138
pyannote-pipeline,1856042
pyannoteai-sdk,1211885
pyarmor,858985
pyarmor-cli-core,785496
pyarrow,391151315
pyarrow-hotfix,43915793
pyarrow-stubs,3163453
pyasn1,531673415
pyasn1-modules,445903651
pyathena,20282633
pyautogui,3420497
pybars4,378838
pybase64,24179423
pybcj,6689051
pybind11,26454997
pybreaker,23933162
pybtex,2156480
pybuildkite,4575466
pycairo,4368619
pycares,25202086
pycasbin,1731080
pycep-parser,3687530
pyclipper,8640154
pycnite,1013920
pycocotools,4011268
pycodestyle,75965159
pycognito,1868138
pycollada,1731866
pycomposefile,5380080
pycountry,33422556
pycparser,947156210
pycrdt,3231634
pycrdt-store,431401
pycrdt-websocket,467140
pycron,1460164
pycryptodome,89018416
pycryptodomex,59867428
pycti,855006
pydantic,1041095772
pydantic-ai,36299504
pydantic-ai-slim,278288566
pydantic-avro,1321113
pydantic-core,912527919
pydantic-evals,27379711
pydantic-extra-types,47702379
pydantic-graph,169591872
pydantic-handlebars,2961722
pydantic-monty,985041
pydantic-settings,368179241
pydantic-to-typescript,1622466
pydantic-xml,1966943
pydantic-yaml,2244123
pydash,10251529
pydata-google-auth,26797884
pydata-sphinx-theme,3640323
pydeck,26111063
pydeequ,15805802
pydemumble,166445
pydeprecate,757551
pydispatcher,2946144
pydocket,20802561
pydocstyle,4792962
pydoe,1948865
pydot,18449565
pydrive2,859012
pydub,19729215
pydyf,23504577
pydynamodb,621786
pyecharts,1097387
pyee,100360615
pyelftools,13734278
pyenchant,4080634
pyerfa,6412589
pyexasol,7259624
pyexcel,1860100
pyexcel-io,2171187
pyexcel-xls,1415642
pyexcel-xlsx,1010842
pyfiglet,4829309
pyflakes,57274485
pygdbmi,1539661
pygeohash,2954384
pygerduty,1284125
pygit2,6139249
pygithub,78560753
pygls,1790103
pygments,1103156518
pygsheets,2333168
pygtrie,13345863
pyhanko,7541844
pyhanko-certvalidator,5181642
pyhmmer,1632275
pyhocon,5508159
pyhpke,1255895
pyhwpx,899107
pyiceberg,44842206
pyinstaller,10147376
pyinstaller-hooks-contrib,9895870
pyjson5,3033639
pyjsparser,648782
pyjwt,603450578
pykakasi,1444615
pykwalify,3438651
pylance,3908746
pylev,1604273
pylibsrtp,3642158
pylink-square,1522206
pylint,47677176
pylint-django,1875486
pylint-per-file-ignores,585709
pylint-plugin-utils,3936582
pylint-pydantic,1721439
pyloudnorm,3506759
pylsqpack,2434146
pyluach,3731657
pymarkdownlnt,1305007
pymatgen,618334
pymatgen-core,328535
pymatgen-io-validation,1125883
pymatting,2370232
pymc,1094065
pymdown-extensions,24952074
pymeeus,3883281
pymisp,854997
pymongo,107017904
pymongo-auth-aws,2873732
pymongo-search-utils,754747
pymongocrypt,1054218
pymp4,876987
pymssql,50845974
pymsteams,7705427
pymupdf,81196275
pymupdf-layout,16901651
pymupdf4llm,18284461
pymysql,86579322
pynacl,224781584
pynamodb,4964889
pynetbox,1098105
pyngrok,1860494
pynndescent,6322803
pynose,894845
pynput,2212250
pynvml,4789249
pyobjc-core,3926086
pyobjc-framework-cocoa,3783146
pyobjc-framework-quartz,3282697
pyobjc-framework-security,857521
pyocd,1147994
pyocse,1041390
pyod,3129496
pyodbc,42322261
pyodps,5896950
pyogrio,13037418
pyopengl,3764366
pyopenssl,238485880
pyotp,31726935
pypac,1005933
pyparsing,366691169
pypcode,148937
pypdf,78830396
pypdf2,24043371
pypdfium2,46330182
pypeln,1010258
pyperclip,85625787
pyphen,27559062
pypika,13459580
pypiwin32,1500929
pyppeteer,1640189
pyppmd,6894331
pyproj,22195689
pyproject-api,16501848
pyproject-hooks,160136140
pyproject-metadata,16377274
pypsrp,4529712
pyqt5,3074594
pyqt5-qt5,2911428
pyqt5-sip,3014663
pyqt6,4662547
pyqt6-qt6,4579442
pyqt6-sip,4489311
pyqt6-webengine,1244987
pyqt6-webengine-qt6,1281489
pyqtgraph,958420
pyquaternion,2336893
pyquery,1948652
pyqwest,3671936
pyramid,2427273
pyramid-debugtoolbar,2057056
pyramid-jinja2,2071972
pyramid-mako,2094770
pyrate-limiter,6112013
pyre-extensions,2290704
pyreadstat,2869135
pyrepl,1090819
pyrfc3339,12178434
pyric,198676
pyright,33468584
pyro-api,1149227
pyro-ppl,1163262
pyroaring,37485834
pyroscope-io,4261280
pyroscope-otel,911045
pyrsistent,39754199
pysaml2,2596201
pysbd,4009004
pyscaffold,5645161
pyscreeze,3397660
pyserde,1036013
pyserial,15270824
pyshark,926640
pysher,1802698
pyshp,5465093
pysimdjson,1216201
pysmb,2882882
pysmi,1788337
pysnmp,1481212
pysocks,61636156
pyspark,48363988
pyspark-client,2085677
pyspark-huggingface,1532440
pyspnego,20500502
pystac,2590657
pystache,3783581
pystan,1189676
pyston,416033
pyston-autoload,414622
pytablewriter,3161111
pyte,2552983
pytelegrambotapi,1080472
pytensor,1182476
pytesseract,16054920
pytest,852354996
pytest-aiohttp,5399260
pytest-alembic,1002978
pytest-ansible,981405
pytest-assume,1360991
pytest-asyncio,197236381
pytest-base-url,9475947
pytest-bdd,2888568
pytest-benchmark,14631129
pytest-cases,912048
pytest-celery,1582469
pytest-check,3855086
pytest-codspeed,3978354
pytest-cov,190343022
pytest-custom-exit-code,8343097
pytest-datadir,1569090
pytest-django,18504319
pytest-docker,1609981
pytest-docker-tools,1471455
pytest-dotenv,4915736
pytest-durations,1336829
pytest-env,21833854
pytest-factoryboy,2385601
pytest-flakefinder,1377907
pytest-flask,1510746
pytest-forked,6797964
pytest-freezegun,1519286
pytest-freezer,1090278
pytest-github-actions-annotate-failures,3055197
pytest-homeassistant-custom-component,6504612
pytest-html,22540164
pytest-httpserver,3721777
pytest-httpx,7740133
pytest-icdiff,8456355
pytest-instafail,7702737
pytest-json-ctrf,213330038
pytest-json-report,12926811
pytest-lazy-fixtures,3105895
pytest-memray,2741433
pytest-messenger,2038117
pytest-metadata,33554673
pytest-mock,92091269
pytest-order,7098229
pytest-ordering,4122544
pytest-picked,647070
pytest-postgresql,4520090
pytest-pretty,1001652
pytest-profiling,2003611
pytest-qt,882604
pytest-random-order,2607631
pytest-randomly,6962953
pytest-recording,6608620
pytest-regressions,871441
pytest-repeat,12147992
pytest-rerunfailures,39835803
pytest-retry,2517631
pytest-sftpserver,1150385
pytest-shard,1541936
pytest-snapshot,2213907
pytest-socket,11111611
pytest-split,15553196
pytest-subtests,3948824
pytest-sugar,6377298
pytest-test-groups,2428837
pytest-testinfra,1096800
pytest-testmon,3552633
pytest-timeout,61845848
pytest-unordered,10498942
pytest-vcr,2136043
pytest-watcher,1598257
pytest-xdist,123305658
pythainlp,1014052
python-arango,6604122
python-barcode,2063285
python-benedict,1407409
python-bidi,9868836
python-can,7460778
python-chess,3337262
python-consul,2026058
